"myfiles","mean"
"ginppi.dt.4.p.0.89.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_050647.csv",17.2092037497952
"ginppi.dt.4.p.0.89.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_051023.csv",15.3991038899429
"ginppi.dt.4.p.0.89.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_051400.csv",13.3256755489267
"ginppi.dt.4.p.0.9.L1.0.002.L2.2e-04.n.5000.time.2016Jan03_033637.csv",30.3146650322756
"ginppi.dt.4.p.0.9.L1.0.0021.L2.0.00021.n.5000.time.2016Jan03_034012.csv",29.4480088408898
"ginppi.dt.4.p.0.9.L1.0.0022.L2.0.00022.n.5000.time.2016Jan03_034355.csv",27.4570064720853
"ginppi.dt.4.p.0.9.L1.0.0023.L2.0.00023.n.5000.time.2016Jan03_034728.csv",26.4139927032417
"ginppi.dt.4.p.0.9.L1.0.0024.L2.0.00024.n.5000.time.2016Jan03_035103.csv",25.1267361407101
"ginppi.dt.4.p.0.9.L1.0.0025.L2.0.00025.n.5000.time.2016Jan03_035442.csv",24.0818561596777
"ginppi.dt.4.p.0.9.L1.0.0026.L2.0.00026.n.5000.time.2016Jan03_035817.csv",23.3086159854606
"ginppi.dt.4.p.0.9.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_040150.csv",21.6092084132775
"ginppi.dt.4.p.0.9.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_040520.csv",21.8681513291135
"ginppi.dt.4.p.0.9.L1.0.0029.L2.0.00029.n.5000.time.2016Jan03_040853.csv",21.1112140264295
"ginppi.dt.4.p.0.9.L1.0.003.L2.3e-04.n.5000.time.2016Jan03_041230.csv",20.7246082531092
"ginppi.dt.4.p.0.9.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_041604.csv",17.4921406443228
"ginppi.dt.4.p.0.9.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_041940.csv",15.36581354671
"ginppi.dt.4.p.0.9.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_042313.csv",13.7508165061143
"ginppi.dt.4.p.0.92.L1.0.002.L2.2e-04.n.5000.time.2016Jan03_024651.csv",31.6321599575709
"ginppi.dt.4.p.0.92.L1.0.0021.L2.0.00021.n.5000.time.2016Jan03_025023.csv",29.5364623198668
"ginppi.dt.4.p.0.92.L1.0.0022.L2.0.00022.n.5000.time.2016Jan03_025355.csv",28.2437288795978
"ginppi.dt.4.p.0.92.L1.0.0023.L2.0.00023.n.5000.time.2016Jan03_025729.csv",27.2993704802089
"ginppi.dt.4.p.0.92.L1.0.0024.L2.0.00024.n.5000.time.2016Jan03_030101.csv",25.8917995097536
"ginppi.dt.4.p.0.92.L1.0.0025.L2.0.00025.n.5000.time.2016Jan03_030434.csv",24.8037491757821
"ginppi.dt.4.p.0.92.L1.0.0026.L2.0.00026.n.5000.time.2016Jan03_030810.csv",24.0743156193401
"ginppi.dt.4.p.0.92.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_031142.csv",21.8061259396127
