"X39.0174929828693","X26.1382678866212","X13.544359166796","X23.0107124040644","X17.5622086971998","X43.8287023765345","X24.3966081955781","X24.4558639048288","X27.6764346801167","X13.4677527627597","X16.3642339563618","X25.1888120451035","X17.1892712824047","X18.1319746136602","X37.3280815159281","X11.9672876327149","X29.1596467141062","X33.8794811783979","X30.1918368786573","X26.6027150209993","X11.951167602092","X21.4669101405889","X42.9189870242363","X16.5099802696492","X38.6912920512259","X15.6732896547661","X31.868367921561","X50.1927166866759","X33.7098524905741","X33.4146292880177","X29.8191547238578","X14.4423290621489","X25.941187750938","X41.6148713168999","X14.4466794790235","X35.8715661375312","X41.1527578253299","X47.4662124955406","X22.7109507827102","X26.0724104009569","X20.2356743005415","X19.699098309502","X37.2864830539447","X37.8438469458443","X29.6111401697416","X38.9095398131758","X19.8778541137775","X33.6129155475646","X30.4581563298901","X32.5976938368102","X33.4354071722676","X36.6794375392298","X45.524531044066","X29.3260521851595","X32.2661676500438","X34.9613885240008","X41.718936059624","X33.949808477614","X29.1808364492244","X29.0746601919333","X28.924620402903","X44.2464821195851","X37.8268408433845","X38.1751138123603","X37.4656889207062","X32.7875469234199","X20.6464518948148","X27.0884647046204","X11.1305526367081","X37.115796469152","X26.9969179318189","X24.9916585938384","X19.9768743078228","X37.5688027900954","X19.4494960208734","X16.7072800298532","X20.9475313079843","X25.5656477817332","X16.8740018309975","X28.1838758060816","X32.9321546648586","X32.8165468407027","X14.0371349019309","X44.085526606068","X38.4385505070289","X24.84665579919","X32.1339642008146","X22.6390011002553","X27.457989519462","X35.3257068549934","X25.4770106015106","X24.0549922550425","X41.6457238607109","X31.3864706549793","X15.8209221446165","X33.8286895615359","X26.3667757002016","X28.7437399383634","X38.953012553975","X36.1535304691643"
39.0174929828693,26.1382678866212,13.544359166796,23.0107124040644,17.5622086971998,43.8287023765345,24.3966081955781,24.4558639048288,27.6764346801167,13.4677527627597,16.3642339563618,25.1888120451035,17.1892712824047,18.1319746136602,37.3280815159281,11.9672876327149,29.1596467141062,33.8794811783979,30.1918368786573,26.6027150209993,11.951167602092,21.4669101405889,42.9189870242363,16.5099802696492,38.6912920512259,15.6732896547661,31.868367921561,50.1927166866759,33.7098524905741,33.4146292880177,29.8191547238578,14.4423290621489,25.941187750938,41.6148713168999,14.4466794790235,35.8715661375312,41.1527578253299,47.4662124955406,22.7109507827102,26.0724104009569,20.2356743005415,19.699098309502,37.2864830539447,37.8438469458443,29.6111401697416,38.9095398131758,19.8778541137775,33.6129155475646,30.4581563298901,32.5976938368102,33.4354071722676,36.6794375392298,45.524531044066,29.3260521851595,32.2661676500438,34.9613885240008,41.718936059624,33.949808477614,29.1808364492244,29.0746601919333,28.924620402903,44.2464821195851,37.8268408433845,38.1751138123603,37.4656889207062,32.7875469234199,20.6464518948148,27.0884647046204,11.1305526367081,37.115796469152,26.9969179318189,24.9916585938384,19.9768743078228,37.5688027900954,19.4494960208734,16.7072800298532,20.9475313079843,25.5656477817332,16.8740018309975,28.1838758060816,32.9321546648586,32.8165468407027,14.0371349019309,44.085526606068,38.4385505070289,24.84665579919,32.1339642008146,22.6390011002553,27.457989519462,35.3257068549934,25.4770106015106,24.0549922550425,41.6457238607109,31.3864706549793,15.8209221446165,33.8286895615359,26.3667757002016,28.7437399383634,38.953012553975,36.1535304691643
