"X48.9736969352232","X11.3212156575173","X17.5234163179994","X43.0554539586107","X25.7255303828667","X21.4805639504145","X25.7850397607504","X45.572398773705","X32.9809576815947","X21.5328271345546","X43.4186721857244","X28.6269780743452","X30.1102014879386","X24.7680401274314","X24.1663271722035","X29.1742091639662","X31.9993132725358","X21.198860835284","X28.1692056450993","X26.4108568274726","X20.4646408513094","X21.8901854329791","X26.5234668290899","X37.3367518043604","X29.7022722661495","X30.2124262306814","X22.45719000774","X27.8922770837617","X17.9197099472277","X15.3615803390501","X22.3037834900121","X44.5410738854359","X41.9982633708666","X36.4955765350411","X12.8339898462097","X11.8835337925702","X47.5455067544261","X35.0162705872208","X19.8319524837037","X32.34570139409","X40.5596605614504","X30.6676561788966","X31.6302396744058","X24.5243720710278","X34.5183465785036","X27.5356148680051","X21.5970288651685","X42.2237069966892","X14.7691507202884","X20.1324014464371","X46.0498429213961","X36.9869501164168","X34.4005493291964","X28.5527183678529","X14.8076139545689","X37.7138139059146","X25.3051698295561","X36.7369844116767","X37.5699659343809","X34.5162706604848","X23.924643949916","X16.1860970234314","X19.5338572375476","X16.1205003508905","X24.9790414902297","X21.4700746309897","X24.2820528025428","X26.1376458220184","X29.5421317374955","X18.7730221536441","X30.9509957054009","X39.3604321094851","X14.6988902706653","X28.0664256618669","X28.8778661533231","X45.0144623542663","X47.1411057903121","X32.5577017642067","X31.7459711804986","X38.5878870729357","X21.6313793789595","X40.8137273819496","X30.7045540151497","X35.9903805268307","X20.0309562843829","X43.3553635763625","X24.3199780428161","X37.1360709735503","X26.0458791162819","X32.3301719812055","X31.8872331020733","X33.1415995429777","X40.1851882137971","X12.3679359288265","X30.3422385671486","X19.7325852446723","X20.7337678875774","X23.8873148337007","X32.526888884604","X31.5959157975295","X33.1572302772353","X30.1197549172988","X26.1078731467326","X39.9155746369312","X15.3628270989554","X27.6443190717449","X26.7228689820816","X40.066601941362","X27.7208544624348","X23.6578547240545","X29.8331453620146","X24.4957290124148","X26.3631208023677","X40.4032901860774","X31.699664114664","X34.7694514784962","X23.6187323725497","X44.9823578819633","X47.4117747507989","X47.663676009203"
48.9736969352232,11.3212156575173,17.5234163179994,43.0554539586107,25.7255303828667,21.4805639504145,25.7850397607504,45.572398773705,32.9809576815947,21.5328271345546,43.4186721857244,28.6269780743452,30.1102014879386,24.7680401274314,24.1663271722035,29.1742091639662,31.9993132725358,21.198860835284,28.1692056450993,26.4108568274726,20.4646408513094,21.8901854329791,26.5234668290899,37.3367518043604,29.7022722661495,30.2124262306814,22.45719000774,27.8922770837617,17.9197099472277,15.3615803390501,22.3037834900121,44.5410738854359,41.9982633708666,36.4955765350411,12.8339898462097,11.8835337925702,47.5455067544261,35.0162705872208,19.8319524837037,32.34570139409,40.5596605614504,30.6676561788966,31.6302396744058,24.5243720710278,34.5183465785036,27.5356148680051,21.5970288651685,42.2237069966892,14.7691507202884,20.1324014464371,46.0498429213961,36.9869501164168,34.4005493291964,28.5527183678529,14.8076139545689,37.7138139059146,25.3051698295561,36.7369844116767,37.5699659343809,34.5162706604848,23.924643949916,16.1860970234314,19.5338572375476,16.1205003508905,24.9790414902297,21.4700746309897,24.2820528025428,26.1376458220184,29.5421317374955,18.7730221536441,30.9509957054009,39.3604321094851,14.6988902706653,28.0664256618669,28.8778661533231,45.0144623542663,47.1411057903121,32.5577017642067,31.7459711804986,38.5878870729357,21.6313793789595,40.8137273819496,30.7045540151497,35.9903805268307,20.0309562843829,43.3553635763625,24.3199780428161,37.1360709735503,26.0458791162819,32.3301719812055,31.8872331020733,33.1415995429777,40.1851882137971,12.3679359288265,30.3422385671486,19.7325852446723,20.7337678875774,23.8873148337007,32.526888884604,31.5959157975295,33.1572302772353,30.1197549172988,26.1078731467326,39.9155746369312,15.3628270989554,27.6443190717449,26.7228689820816,40.066601941362,27.7208544624348,23.6578547240545,29.8331453620146,24.4957290124148,26.3631208023677,40.4032901860774,31.699664114664,34.7694514784962,23.6187323725497,44.9823578819633,47.4117747507989,47.663676009203
